Job_Title,Company,Date_Posted,Salary_USD,Location_City,Location_Country,Work_Type,Experience_Level,Primary_Skill,Secondary_Skill,Remote_Allowed
GenAI Specialist,SaaSify,2025-08-24,108007,Bangalore,India,Remote,Lead,TensorFlow,Azure AI,True
AI Research Scientist,SaaSify,2025-02-14,141229,Toronto,Canada,Remote,Senior,Transformers,MLOps,True
GenAI Specialist,TechNova,2025-08-25,102469,Toronto,Canada,Hybrid,Mid,SQL,Azure AI,True
Prompt Engineer,DeepMind,2024-07-27,159498,San Francisco,USA,Remote,Mid,Python,TensorFlow,True
AI Ethicist,SaaSify,2025-10-01,98351,Berlin,Germany,Onsite,Mid,SQL,NLP,False
AI Ethicist,SaaSify,2023-07-08,166426,Berlin,Germany,Hybrid,Lead,Transformers,LLM Fine-tuning,True
GenAI Specialist,TechNova,2023-04-13,77785,Bangalore,India,Remote,Senior,NLP,MLOps,True
Chief AI Officer,GlobalTrust,2025-11-05,143539,Berlin,Germany,Hybrid,Senior,LLM Fine-tuning,NLP,True
AI Research Scientist,NeuralFlow,2023-11-10,123648,London,UK,Hybrid,Mid,Transformers,SQL,True
AI Ethicist,GlobalTrust,2024-05-15,273939,San Francisco,USA,Remote,Lead,RAG,Transformers,True
AI Ethicist,OpenAI Systems,2025-12-07,101183,Toronto,Canada,Onsite,Mid,MLOps,TensorFlow,False
GenAI Specialist,NeuralFlow,2023-08-30,131749,Berlin,Germany,Remote,Senior,Azure AI,Python,True
Chief AI Officer,NeuralFlow,2024-03-10,80665,Berlin,Germany,Hybrid,Junior,Python,MLOps,True
GenAI Specialist,NeuralFlow,2023-02-21,194577,San Francisco,USA,Hybrid,Senior,SQL,TensorFlow,True
Chief AI Officer,BotWorks,2024-03-20,147001,London,UK,Onsite,Senior,TensorFlow,Transformers,False
Chief AI Officer,GlobalTrust,2024-11-09,87932,Toronto,Canada,Hybrid,Junior,Python,MLOps,True
NLP Engineer,OpenAI Systems,2023-06-03,84440,Bangalore,India,Hybrid,Senior,Azure AI,LLM Fine-tuning,True
GenAI Specialist,GlobalTrust,2025-09-27,76918,Toronto,Canada,Hybrid,Junior,Python,NLP,True
Data Scientist,NeuralFlow,2024-03-19,80185,Bangalore,India,Hybrid,Senior,Azure AI,Python,True
Data Scientist,OpenAI Systems,2024-04-22,162704,San Francisco,USA,Onsite,Mid,RAG,TensorFlow,False
NLP Engineer,BotWorks,2023-07-16,164853,Toronto,Canada,Onsite,Lead,MLOps,Transformers,False
GenAI Specialist,OpenAI Systems,2023-10-28,96789,Toronto,Canada,Remote,Mid,RAG,Transformers,True
AI Research Scientist,OpenAI Systems,2024-12-12,115362,San Francisco,USA,Hybrid,Junior,Python,NLP,True
NLP Engineer,OpenAI Systems,2025-08-14,286299,San Francisco,USA,Onsite,Lead,RAG,TensorFlow,False
AI Research Scientist,DeepMind,2024-09-30,68246,Bangalore,India,Hybrid,Mid,Transformers,SQL,True
AI Research Scientist,OpenAI Systems,2023-12-03,192601,San Francisco,USA,Remote,Senior,Azure AI,SQL,True
NLP Engineer,OpenAI Systems,2023-08-09,99643,Berlin,Germany,Remote,Mid,Azure AI,LLM Fine-tuning,True
GenAI Specialist,SaaSify,2024-03-11,201001,London,UK,Hybrid,Lead,Azure AI,Transformers,True
Data Scientist,BotWorks,2023-08-20,78675,Bangalore,India,Hybrid,Senior,TensorFlow,Azure AI,True
Prompt Engineer,NeuralFlow,2025-04-29,137145,Berlin,Germany,Hybrid,Senior,Azure AI,MLOps,True
Prompt Engineer,BotWorks,2025-07-27,150286,San Francisco,USA,Remote,Mid,RAG,MLOps,True
Prompt Engineer,OpenAI Systems,2024-05-13,162407,San Francisco,USA,Hybrid,Mid,NLP,TensorFlow,True
NLP Engineer,BotWorks,2024-07-13,76102,Bangalore,India,Onsite,Senior,RAG,Azure AI,False
ML Engineer,DeepMind,2025-05-15,101347,Berlin,Germany,Hybrid,Mid,RAG,Azure AI,True
Prompt Engineer,SaaSify,2024-11-13,204101,San Francisco,USA,Hybrid,Senior,Python,RAG,True
Prompt Engineer,SaaSify,2025-08-11,158061,London,UK,Hybrid,Senior,SQL,TensorFlow,True
Prompt Engineer,BotWorks,2023-12-03,109086,London,UK,Remote,Mid,Transformers,SQL,True
Chief AI Officer,GlobalTrust,2024-08-07,149345,San Francisco,USA,Remote,Mid,Python,Azure AI,True
NLP Engineer,DeepMind,2023-07-31,147528,London,UK,Hybrid,Senior,NLP,TensorFlow,True
GenAI Specialist,NeuralFlow,2024-09-24,124110,London,UK,Hybrid,Mid,TensorFlow,RAG,True
Chief AI Officer,OpenAI Systems,2025-07-16,140788,London,UK,Remote,Senior,LLM Fine-tuning,SQL,True
NLP Engineer,OpenAI Systems,2025-07-04,154551,San Francisco,USA,Hybrid,Mid,RAG,TensorFlow,True
AI Research Scientist,TechNova,2023-03-24,65215,Bangalore,India,Remote,Mid,Python,MLOps,True
GenAI Specialist,BotWorks,2025-06-24,127301,Toronto,Canada,Hybrid,Senior,NLP,TensorFlow,True
ML Engineer,SaaSify,2024-02-07,49416,Bangalore,India,Hybrid,Junior,LLM Fine-tuning,Python,True
ML Engineer,SaaSify,2024-06-21,116922,San Francisco,USA,Hybrid,Junior,TensorFlow,RAG,True
Chief AI Officer,GlobalTrust,2023-12-18,85586,Bangalore,India,Remote,Senior,Transformers,Python,True
ML Engineer,GlobalTrust,2023-09-01,97662,Berlin,Germany,Onsite,Mid,Azure AI,Transformers,False
ML Engineer,OpenAI Systems,2023-08-14,194340,London,UK,Remote,Lead,RAG,Transformers,True
AI Ethicist,BotWorks,2024-01-17,163589,London,UK,Remote,Senior,Python,TensorFlow,True
GenAI Specialist,DeepMind,2023-02-23,82727,London,UK,Onsite,Junior,NLP,Azure AI,False
Chief AI Officer,NeuralFlow,2025-08-04,139202,London,UK,Onsite,Senior,RAG,TensorFlow,False
AI Research Scientist,SaaSify,2023-01-03,140454,Toronto,Canada,Onsite,Senior,Transformers,TensorFlow,False
ML Engineer,TechNova,2025-01-31,132861,Toronto,Canada,Remote,Senior,MLOps,SQL,True
NLP Engineer,TechNova,2025-02-11,124056,London,UK,Remote,Mid,MLOps,SQL,True
Chief AI Officer,BotWorks,2024-06-13,111588,Toronto,Canada,Remote,Mid,NLP,TensorFlow,True
NLP Engineer,TechNova,2023-05-21,161467,London,UK,Onsite,Senior,RAG,NLP,False
Data Scientist,DeepMind,2024-09-15,57363,Bangalore,India,Hybrid,Mid,RAG,Transformers,True
Data Scientist,BotWorks,2025-05-20,224101,San Francisco,USA,Remote,Senior,TensorFlow,Azure AI,True
NLP Engineer,OpenAI Systems,2025-10-21,180284,London,UK,Hybrid,Lead,NLP,Python,True
Chief AI Officer,BotWorks,2024-04-21,73662,Bangalore,India,Onsite,Senior,Python,TensorFlow,False
Data Scientist,TechNova,2025-05-31,112296,Bangalore,India,Hybrid,Lead,MLOps,Azure AI,True
AI Ethicist,DeepMind,2023-11-22,169601,Toronto,Canada,Hybrid,Lead,TensorFlow,NLP,True
Prompt Engineer,TechNova,2025-11-06,144766,Berlin,Germany,Onsite,Senior,LLM Fine-tuning,NLP,False
AI Research Scientist,NeuralFlow,2023-10-17,173065,Toronto,Canada,Onsite,Lead,RAG,SQL,False
GenAI Specialist,OpenAI Systems,2024-11-09,176377,London,UK,Onsite,Lead,Python,NLP,False
GenAI Specialist,NeuralFlow,2025-08-01,207834,San Francisco,USA,Onsite,Senior,Transformers,Python,False
AI Research Scientist,TechNova,2024-11-08,110036,San Francisco,USA,Remote,Junior,NLP,SQL,True
AI Research Scientist,GlobalTrust,2023-01-26,257283,San Francisco,USA,Remote,Lead,TensorFlow,NLP,True
Data Scientist,OpenAI Systems,2024-12-27,79658,Bangalore,India,Remote,Senior,Transformers,SQL,True
NLP Engineer,OpenAI Systems,2024-08-04,287196,San Francisco,USA,Remote,Lead,SQL,MLOps,True
Data Scientist,BotWorks,2023-11-06,111611,Toronto,Canada,Hybrid,Mid,RAG,TensorFlow,True
Chief AI Officer,BotWorks,2023-01-09,185108,London,UK,Remote,Lead,SQL,NLP,True
Prompt Engineer,SaaSify,2024-12-08,115849,London,UK,Hybrid,Mid,NLP,RAG,True
GenAI Specialist,NeuralFlow,2025-03-20,212375,London,UK,Onsite,Lead,LLM Fine-tuning,Python,False
AI Research Scientist,BotWorks,2024-09-13,141778,London,UK,Remote,Senior,NLP,Python,True
NLP Engineer,OpenAI Systems,2025-09-26,59105,Bangalore,India,Onsite,Mid,LLM Fine-tuning,MLOps,False
AI Ethicist,NeuralFlow,2023-02-20,144018,San Francisco,USA,Hybrid,Mid,TensorFlow,NLP,True
AI Research Scientist,SaaSify,2024-03-31,124138,Toronto,Canada,Remote,Senior,RAG,Transformers,True
GenAI Specialist,OpenAI Systems,2023-08-05,88294,London,UK,Onsite,Junior,TensorFlow,RAG,False
Data Scientist,TechNova,2025-12-26,110420,San Francisco,USA,Hybrid,Junior,Azure AI,LLM Fine-tuning,True
NLP Engineer,GlobalTrust,2025-11-25,192606,San Francisco,USA,Onsite,Senior,Python,TensorFlow,False
Data Scientist,TechNova,2025-07-24,77677,Berlin,Germany,Onsite,Junior,MLOps,Azure AI,False
NLP Engineer,OpenAI Systems,2024-01-10,203084,London,UK,Remote,Lead,LLM Fine-tuning,NLP,True
Data Scientist,OpenAI Systems,2024-06-20,113032,Berlin,Germany,Hybrid,Mid,LLM Fine-tuning,Azure AI,True
AI Ethicist,GlobalTrust,2023-06-29,83823,Bangalore,India,Onsite,Senior,Python,LLM Fine-tuning,False
Data Scientist,OpenAI Systems,2025-11-09,336859,London,UK,Remote,Executive,SQL,LLM Fine-tuning,True
Chief AI Officer,NeuralFlow,2025-03-31,435387,San Francisco,USA,Onsite,Executive,Python,Transformers,False
Chief AI Officer,DeepMind,2023-11-11,189924,Toronto,Canada,Onsite,Lead,LLM Fine-tuning,NLP,False
Chief AI Officer,DeepMind,2023-07-09,99663,Toronto,Canada,Onsite,Mid,SQL,RAG,False
ML Engineer,SaaSify,2023-08-22,83183,Bangalore,India,Remote,Senior,RAG,Azure AI,True
GenAI Specialist,OpenAI Systems,2023-05-28,105345,Berlin,Germany,Onsite,Mid,MLOps,Transformers,False
AI Ethicist,TechNova,2024-11-09,185289,San Francisco,USA,Hybrid,Senior,Python,Azure AI,True
Prompt Engineer,NeuralFlow,2025-11-17,137487,Berlin,Germany,Hybrid,Senior,RAG,Azure AI,True
ML Engineer,GlobalTrust,2023-10-12,154901,London,UK,Hybrid,Senior,Transformers,MLOps,True
GenAI Specialist,SaaSify,2024-10-25,148026,London,UK,Hybrid,Senior,MLOps,Azure AI,True
Chief AI Officer,TechNova,2023-01-01,161865,London,UK,Remote,Senior,TensorFlow,Azure AI,True
GenAI Specialist,TechNova,2023-07-15,93879,Toronto,Canada,Hybrid,Mid,LLM Fine-tuning,Azure AI,True
Chief AI Officer,DeepMind,2025-09-09,81381,Bangalore,India,Hybrid,Senior,TensorFlow,NLP,True
AI Ethicist,DeepMind,2023-06-27,94677,Berlin,Germany,Remote,Mid,Transformers,NLP,True
Prompt Engineer,TechNova,2024-08-03,65423,Bangalore,India,Remote,Mid,Azure AI,LLM Fine-tuning,True
Prompt Engineer,DeepMind,2025-01-01,118810,London,UK,Hybrid,Mid,Transformers,SQL,True
Chief AI Officer,DeepMind,2024-10-27,306498,London,UK,Hybrid,Executive,RAG,NLP,True
AI Research Scientist,TechNova,2023-04-29,122979,Toronto,Canada,Hybrid,Senior,RAG,MLOps,True
AI Research Scientist,BotWorks,2023-01-21,186735,London,UK,Onsite,Lead,NLP,MLOps,False
Data Scientist,GlobalTrust,2023-03-07,274981,San Francisco,USA,Hybrid,Lead,MLOps,SQL,True
AI Research Scientist,OpenAI Systems,2023-08-21,113373,Berlin,Germany,Remote,Mid,SQL,TensorFlow,True
NLP Engineer,GlobalTrust,2023-12-11,140940,Toronto,Canada,Remote,Senior,SQL,Python,True
Data Scientist,OpenAI Systems,2023-10-18,97696,Berlin,Germany,Onsite,Mid,Azure AI,LLM Fine-tuning,False
AI Research Scientist,TechNova,2024-02-28,79390,Berlin,Germany,Remote,Junior,RAG,LLM Fine-tuning,True
Data Scientist,TechNova,2023-12-06,81581,Bangalore,India,Hybrid,Senior,LLM Fine-tuning,Transformers,True
Prompt Engineer,DeepMind,2023-12-13,111240,Berlin,Germany,Onsite,Mid,Python,Transformers,False
AI Ethicist,SaaSify,2024-05-08,44219,Bangalore,India,Remote,Junior,TensorFlow,MLOps,True
NLP Engineer,SaaSify,2025-01-20,109613,London,UK,Hybrid,Mid,Azure AI,TensorFlow,True
Prompt Engineer,SaaSify,2025-07-09,73648,Bangalore,India,Remote,Senior,LLM Fine-tuning,Transformers,True
GenAI Specialist,BotWorks,2025-02-08,57205,Bangalore,India,Onsite,Mid,TensorFlow,SQL,False
AI Ethicist,SaaSify,2025-07-02,113991,London,UK,Hybrid,Mid,RAG,SQL,True
NLP Engineer,NeuralFlow,2024-10-08,118327,London,UK,Hybrid,Mid,Azure AI,Transformers,True
AI Ethicist,NeuralFlow,2023-06-22,109474,Berlin,Germany,Hybrid,Mid,Azure AI,Python,True
Prompt Engineer,TechNova,2025-09-04,132006,Berlin,Germany,Hybrid,Senior,TensorFlow,RAG,True
AI Ethicist,DeepMind,2024-01-14,164301,London,UK,Hybrid,Senior,Transformers,NLP,True
AI Ethicist,NeuralFlow,2023-07-20,147909,Toronto,Canada,Hybrid,Senior,TensorFlow,RAG,True
Chief AI Officer,BotWorks,2023-07-18,82175,Toronto,Canada,Remote,Junior,Python,Transformers,True
ML Engineer,BotWorks,2024-08-10,121753,London,UK,Onsite,Mid,MLOps,Azure AI,False
Chief AI Officer,TechNova,2025-12-22,201758,San Francisco,USA,Onsite,Senior,MLOps,NLP,False
AI Research Scientist,TechNova,2024-06-29,223379,San Francisco,USA,Remote,Senior,TensorFlow,Python,True
AI Research Scientist,DeepMind,2025-11-12,88860,London,UK,Hybrid,Junior,Transformers,MLOps,True
AI Research Scientist,DeepMind,2023-06-18,75261,Berlin,Germany,Hybrid,Junior,RAG,TensorFlow,True
Chief AI Officer,SaaSify,2025-03-28,124924,Berlin,Germany,Remote,Senior,LLM Fine-tuning,Python,True
Prompt Engineer,OpenAI Systems,2024-01-28,167756,Toronto,Canada,Hybrid,Lead,SQL,Python,True
ML Engineer,SaaSify,2024-12-21,209398,San Francisco,USA,Remote,Senior,Transformers,SQL,True
NLP Engineer,DeepMind,2024-08-17,46601,Bangalore,India,Hybrid,Junior,TensorFlow,LLM Fine-tuning,True
Chief AI Officer,GlobalTrust,2024-06-26,112329,Toronto,Canada,Hybrid,Mid,MLOps,LLM Fine-tuning,True
ML Engineer,TechNova,2025-07-24,44736,Bangalore,India,Hybrid,Junior,Transformers,Azure AI,True
Data Scientist,OpenAI Systems,2025-06-14,218113,San Francisco,USA,Hybrid,Senior,Python,Azure AI,True
Prompt Engineer,GlobalTrust,2023-09-04,99677,Toronto,Canada,Hybrid,Mid,RAG,LLM Fine-tuning,True
ML Engineer,SaaSify,2024-12-12,91195,London,UK,Remote,Junior,SQL,TensorFlow,True
AI Ethicist,BotWorks,2024-12-06,179734,Toronto,Canada,Onsite,Lead,NLP,LLM Fine-tuning,False
AI Ethicist,DeepMind,2025-11-10,152960,London,UK,Hybrid,Senior,NLP,Transformers,True
NLP Engineer,DeepMind,2024-07-03,84994,Berlin,Germany,Hybrid,Junior,TensorFlow,MLOps,True
GenAI Specialist,BotWorks,2025-08-10,112322,San Francisco,USA,Hybrid,Junior,TensorFlow,MLOps,True
AI Research Scientist,DeepMind,2025-03-11,289458,Toronto,Canada,Onsite,Executive,Python,LLM Fine-tuning,False
Data Scientist,OpenAI Systems,2023-09-29,164320,San Francisco,USA,Hybrid,Mid,Python,RAG,True
Chief AI Officer,OpenAI Systems,2023-05-07,50904,Bangalore,India,Remote,Junior,TensorFlow,Transformers,True
AI Research Scientist,GlobalTrust,2023-01-03,111373,Berlin,Germany,Hybrid,Mid,Transformers,TensorFlow,True
AI Research Scientist,GlobalTrust,2024-02-06,192501,San Francisco,USA,Hybrid,Senior,SQL,NLP,True
GenAI Specialist,TechNova,2025-11-17,149288,London,UK,Onsite,Senior,LLM Fine-tuning,Azure AI,False
ML Engineer,NeuralFlow,2024-08-25,95264,Berlin,Germany,Onsite,Mid,Python,TensorFlow,False
NLP Engineer,OpenAI Systems,2023-06-30,100106,Berlin,Germany,Hybrid,Mid,Azure AI,MLOps,True
Prompt Engineer,SaaSify,2024-03-31,110740,Berlin,Germany,Hybrid,Mid,Transformers,SQL,True
AI Research Scientist,DeepMind,2023-08-20,141514,Toronto,Canada,Remote,Senior,RAG,Azure AI,True
Data Scientist,DeepMind,2024-01-09,102151,Berlin,Germany,Onsite,Mid,NLP,Azure AI,False
ML Engineer,DeepMind,2024-08-11,110122,London,UK,Hybrid,Mid,SQL,LLM Fine-tuning,True
Data Scientist,TechNova,2024-08-15,110426,Toronto,Canada,Remote,Mid,NLP,SQL,True
Chief AI Officer,DeepMind,2024-06-30,108619,Toronto,Canada,Remote,Mid,NLP,Transformers,True
Chief AI Officer,GlobalTrust,2025-11-07,65362,Bangalore,India,Onsite,Mid,MLOps,Transformers,False
AI Ethicist,SaaSify,2025-02-25,97277,Berlin,Germany,Hybrid,Mid,TensorFlow,MLOps,True
ML Engineer,TechNova,2025-08-09,87541,Bangalore,India,Remote,Senior,NLP,Transformers,True
GenAI Specialist,NeuralFlow,2025-01-22,124003,San Francisco,USA,Onsite,Junior,MLOps,Azure AI,False
AI Research Scientist,TechNova,2025-09-16,103762,Toronto,Canada,Hybrid,Mid,Transformers,MLOps,True
AI Research Scientist,SaaSify,2023-08-07,222750,San Francisco,USA,Onsite,Senior,LLM Fine-tuning,Transformers,False
Data Scientist,SaaSify,2024-11-18,102272,Berlin,Germany,Hybrid,Mid,MLOps,RAG,True
Prompt Engineer,NeuralFlow,2023-08-29,121679,London,UK,Hybrid,Mid,RAG,Python,True
Data Scientist,NeuralFlow,2023-05-05,184106,Toronto,Canada,Remote,Lead,LLM Fine-tuning,SQL,True
AI Research Scientist,BotWorks,2025-10-24,100512,Toronto,Canada,Hybrid,Mid,LLM Fine-tuning,Transformers,True
Prompt Engineer,GlobalTrust,2025-05-31,224282,San Francisco,USA,Remote,Senior,MLOps,TensorFlow,True
ML Engineer,GlobalTrust,2023-04-10,129248,San Francisco,USA,Hybrid,Junior,NLP,Python,True
AI Research Scientist,SaaSify,2024-09-26,87069,Bangalore,India,Remote,Senior,TensorFlow,RAG,True
AI Research Scientist,DeepMind,2025-11-05,161474,London,UK,Remote,Senior,Transformers,RAG,True
Data Scientist,BotWorks,2024-09-30,93677,Berlin,Germany,Onsite,Mid,TensorFlow,MLOps,False
Chief AI Officer,BotWorks,2025-10-05,254823,Toronto,Canada,Onsite,Executive,Azure AI,MLOps,False
AI Ethicist,NeuralFlow,2023-06-19,123536,Toronto,Canada,Remote,Senior,SQL,Transformers,True
ML Engineer,SaaSify,2023-01-24,144646,Toronto,Canada,Hybrid,Senior,Python,Azure AI,True
Data Scientist,OpenAI Systems,2023-04-23,135011,London,UK,Onsite,Senior,TensorFlow,Azure AI,False
GenAI Specialist,TechNova,2024-09-26,61500,Bangalore,India,Hybrid,Mid,Transformers,RAG,True
ML Engineer,GlobalTrust,2024-03-09,129993,Toronto,Canada,Hybrid,Senior,SQL,Transformers,True
Chief AI Officer,TechNova,2024-12-08,94651,Toronto,Canada,Hybrid,Mid,RAG,LLM Fine-tuning,True
Prompt Engineer,NeuralFlow,2023-01-03,124601,Berlin,Germany,Hybrid,Senior,LLM Fine-tuning,MLOps,True
ML Engineer,DeepMind,2025-05-28,145930,London,UK,Hybrid,Senior,NLP,Azure AI,True
GenAI Specialist,GlobalTrust,2023-05-20,61349,Bangalore,India,Onsite,Mid,Python,RAG,False
Data Scientist,GlobalTrust,2025-10-01,138168,Toronto,Canada,Hybrid,Senior,Transformers,Azure AI,True
NLP Engineer,GlobalTrust,2023-03-23,49960,Bangalore,India,Remote,Junior,NLP,Azure AI,True
GenAI Specialist,SaaSify,2025-07-22,140575,London,UK,Hybrid,Senior,NLP,RAG,True
AI Ethicist,SaaSify,2025-09-25,125981,Berlin,Germany,Remote,Senior,LLM Fine-tuning,Transformers,True
NLP Engineer,SaaSify,2023-02-03,85757,London,UK,Remote,Junior,NLP,RAG,True
Data Scientist,BotWorks,2024-02-14,144531,Toronto,Canada,Hybrid,Senior,NLP,TensorFlow,True
Prompt Engineer,SaaSify,2024-02-01,133744,Berlin,Germany,Remote,Senior,MLOps,Python,True
NLP Engineer,BotWorks,2023-03-24,160968,San Francisco,USA,Onsite,Mid,Transformers,SQL,False
NLP Engineer,SaaSify,2023-06-20,62389,Bangalore,India,Onsite,Mid,SQL,NLP,False
Data Scientist,GlobalTrust,2024-04-16,106926,Bangalore,India,Hybrid,Lead,SQL,Python,True
GenAI Specialist,BotWorks,2023-07-16,62188,Bangalore,India,Remote,Mid,LLM Fine-tuning,NLP,True
Prompt Engineer,BotWorks,2023-01-09,137850,London,UK,Hybrid,Senior,MLOps,Transformers,True
GenAI Specialist,SaaSify,2023-12-12,164723,Bangalore,India,Remote,Executive,SQL,MLOps,True
Chief AI Officer,NeuralFlow,2023-04-05,203920,San Francisco,USA,Hybrid,Senior,Azure AI,TensorFlow,True
GenAI Specialist,BotWorks,2023-02-14,104040,Toronto,Canada,Remote,Mid,TensorFlow,LLM Fine-tuning,True
AI Ethicist,NeuralFlow,2025-05-10,272775,Toronto,Canada,Onsite,Executive,SQL,Azure AI,False
GenAI Specialist,TechNova,2025-04-18,86912,Berlin,Germany,Hybrid,Junior,Transformers,LLM Fine-tuning,True
AI Research Scientist,GlobalTrust,2023-11-12,101749,Berlin,Germany,Onsite,Mid,Python,MLOps,False
Prompt Engineer,OpenAI Systems,2023-04-25,79266,London,UK,Hybrid,Junior,SQL,LLM Fine-tuning,True
GenAI Specialist,NeuralFlow,2024-12-01,140065,London,UK,Hybrid,Senior,MLOps,Azure AI,True
AI Ethicist,SaaSify,2024-08-17,106592,London,UK,Onsite,Mid,LLM Fine-tuning,TensorFlow,False
AI Ethicist,DeepMind,2025-01-30,113911,London,UK,Hybrid,Mid,RAG,NLP,True
Prompt Engineer,DeepMind,2024-08-22,135344,Berlin,Germany,Remote,Senior,LLM Fine-tuning,NLP,True
AI Ethicist,NeuralFlow,2023-05-19,220676,San Francisco,USA,Hybrid,Senior,Transformers,LLM Fine-tuning,True
GenAI Specialist,SaaSify,2024-08-23,61494,Bangalore,India,Remote,Mid,RAG,Azure AI,True
Prompt Engineer,TechNova,2025-12-17,111659,Berlin,Germany,Hybrid,Mid,NLP,MLOps,True
NLP Engineer,TechNova,2025-04-21,97968,Berlin,Germany,Remote,Mid,MLOps,Transformers,True
ML Engineer,DeepMind,2023-12-28,139476,London,UK,Onsite,Senior,Python,TensorFlow,False
Chief AI Officer,OpenAI Systems,2024-10-20,159023,San Francisco,USA,Hybrid,Mid,Azure AI,SQL,True
GenAI Specialist,GlobalTrust,2023-06-23,88670,Bangalore,India,Hybrid,Senior,Transformers,Python,True
GenAI Specialist,NeuralFlow,2024-03-24,64829,Bangalore,India,Remote,Mid,MLOps,NLP,True
ML Engineer,DeepMind,2024-01-01,134825,Berlin,Germany,Hybrid,Senior,LLM Fine-tuning,NLP,True
GenAI Specialist,BotWorks,2025-09-27,105728,Toronto,Canada,Hybrid,Mid,Python,Transformers,True
NLP Engineer,NeuralFlow,2023-01-28,401464,San Francisco,USA,Hybrid,Executive,Python,Azure AI,True
Prompt Engineer,SaaSify,2024-03-04,144592,San Francisco,USA,Hybrid,Mid,Azure AI,MLOps,True
Prompt Engineer,OpenAI Systems,2023-03-25,134916,Toronto,Canada,Hybrid,Senior,LLM Fine-tuning,RAG,True
AI Ethicist,NeuralFlow,2025-11-16,148259,Toronto,Canada,Hybrid,Senior,TensorFlow,Transformers,True
Data Scientist,GlobalTrust,2024-03-06,185571,San Francisco,USA,Onsite,Senior,MLOps,SQL,False
AI Ethicist,NeuralFlow,2024-10-30,74572,Berlin,Germany,Remote,Junior,SQL,NLP,True
Chief AI Officer,DeepMind,2025-08-11,182909,Berlin,Germany,Hybrid,Lead,Transformers,Azure AI,True
Data Scientist,BotWorks,2023-03-20,159743,London,UK,Hybrid,Senior,Azure AI,TensorFlow,True
AI Research Scientist,GlobalTrust,2023-06-18,73402,Toronto,Canada,Hybrid,Junior,NLP,Python,True
Prompt Engineer,BotWorks,2023-03-26,120448,London,UK,Hybrid,Mid,Transformers,SQL,True
Chief AI Officer,TechNova,2025-09-12,146014,Toronto,Canada,Hybrid,Senior,TensorFlow,NLP,True
GenAI Specialist,BotWorks,2025-09-24,168356,Bangalore,India,Hybrid,Executive,SQL,MLOps,True
Prompt Engineer,BotWorks,2025-12-07,87558,Bangalore,India,Hybrid,Senior,RAG,Azure AI,True
Prompt Engineer,SaaSify,2025-01-24,95059,Toronto,Canada,Remote,Mid,Transformers,TensorFlow,True
GenAI Specialist,TechNova,2025-11-06,159851,Toronto,Canada,Hybrid,Lead,SQL,TensorFlow,True
AI Research Scientist,DeepMind,2024-06-30,136920,Berlin,Germany,Remote,Senior,Azure AI,Python,True
Data Scientist,GlobalTrust,2023-05-19,80355,Berlin,Germany,Hybrid,Junior,TensorFlow,Transformers,True
Chief AI Officer,TechNova,2024-03-08,139647,Toronto,Canada,Onsite,Senior,Transformers,Azure AI,False
Chief AI Officer,SaaSify,2023-01-27,81955,Toronto,Canada,Onsite,Junior,Python,NLP,False
Prompt Engineer,GlobalTrust,2025-08-11,81624,Berlin,Germany,Remote,Junior,MLOps,Transformers,True
Data Scientist,OpenAI Systems,2025-04-23,184709,Berlin,Germany,Onsite,Lead,RAG,LLM Fine-tuning,False
NLP Engineer,TechNova,2024-12-15,135855,Berlin,Germany,Onsite,Senior,Transformers,LLM Fine-tuning,False
AI Research Scientist,NeuralFlow,2025-09-30,166344,Berlin,Germany,Remote,Lead,Transformers,Python,True
GenAI Specialist,GlobalTrust,2025-10-19,151429,London,UK,Remote,Senior,RAG,Python,True
ML Engineer,SaaSify,2023-05-04,215955,San Francisco,USA,Hybrid,Senior,Azure AI,LLM Fine-tuning,True
AI Ethicist,TechNova,2024-01-10,56696,Bangalore,India,Hybrid,Mid,MLOps,NLP,True
AI Research Scientist,GlobalTrust,2025-03-26,123596,Berlin,Germany,Hybrid,Senior,Azure AI,Python,True
Data Scientist,NeuralFlow,2025-10-01,81046,Bangalore,India,Hybrid,Senior,Python,Azure AI,True
ML Engineer,OpenAI Systems,2023-06-29,56644,Bangalore,India,Hybrid,Mid,Transformers,RAG,True
AI Research Scientist,OpenAI Systems,2025-03-29,102705,Berlin,Germany,Remote,Mid,SQL,Python,True
NLP Engineer,GlobalTrust,2025-10-14,414337,San Francisco,USA,Onsite,Executive,Python,LLM Fine-tuning,False
Data Scientist,SaaSify,2023-08-12,159973,London,UK,Hybrid,Senior,RAG,Transformers,True
NLP Engineer,GlobalTrust,2023-02-17,203327,San Francisco,USA,Hybrid,Senior,Python,SQL,True
Data Scientist,OpenAI Systems,2024-07-04,209213,San Francisco,USA,Onsite,Senior,Azure AI,TensorFlow,False
GenAI Specialist,BotWorks,2023-04-04,84515,Toronto,Canada,Remote,Junior,NLP,Transformers,True
AI Research Scientist,NeuralFlow,2024-12-26,95681,Berlin,Germany,Hybrid,Mid,MLOps,LLM Fine-tuning,True
Chief AI Officer,DeepMind,2025-06-14,110024,London,UK,Remote,Mid,RAG,TensorFlow,True
ML Engineer,OpenAI Systems,2024-03-01,80176,Bangalore,India,Hybrid,Senior,Transformers,Azure AI,True
Data Scientist,OpenAI Systems,2024-03-27,129422,Berlin,Germany,Hybrid,Senior,LLM Fine-tuning,Transformers,True
